measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
2024-01-21 07:11:47.002003,41,0x862cd8e45726e1b6bcdf55354e4c8e5470c076f8aa7995d76d197052cf05736b,3
2024-01-21 07:12:02.001779,42,0x3f2ab7f77b7c80024f0b87d3541fe4e648613ababfa526142b20c5769facaef6,3
2024-01-21 07:12:17.002291,43,0x5ca2400ab7606cdfb4a40c196cc3e1ddc46b258423dc95956d5812ffa9f177b4,3
2024-01-21 07:12:32.001741,44,0xf4b1c02d156a66d667cf71cc0cbfbd1dd462b56b3f11fd97df221ea6d8455201,3
2024-01-21 07:12:47.002065,45,0x0ee2abc63302fe0ab01a3f3d81d6fdf4546ecd84596ee6741fd9493a32bda09d,3
2024-01-21 07:13:02.001878,46,0xecca5932f1e997d45d1f2edc8563ed62deee5e775d99c29aae02940606614e1a,3
2024-01-21 07:13:17.002256,47,0x085154988f72a55f9c5a90a258b054672d1d893fcd3726ae80dad9e084d03269,3
2024-01-21 07:13:32.002503,48,0x431a1643addcd1d17de8d3c1dafc659807df6a59e044fb4c2a8c3330cc83c8a6,3
2024-01-21 07:13:47.001781,49,0xf4441f030986606fbb7ac127ae4b93016da07cae1ece2a4320a262218cf0ceb4,3
2024-01-21 07:14:02.001064,50,0x268465f5781472be4e9c7ddef0b94fc97aaa5373becc0d20dd35f17ce5157689,3
2024-01-21 07:14:17.002450,51,0x458abd11cd796a51fae8af359bc8ae8c4bc4240870ce738b2ee836c4d58fa774,3
2024-01-21 07:14:32.001525,52,0xc91fca461a28a6114947601868878510b4760d9570416dd8c951581870a664bc,3
2024-01-21 07:14:47.001169,53,0x7e3e4aeb5411c5139b23c09a8840898bcdda70bd09d0d9f0e632682071ae5c3f,3
2024-01-21 07:15:02.002260,54,0x1ec12de980c631b33f0451e16474675abf6be83277d5c82e4538528b9c9af38a,3
2024-01-21 07:15:17.001473,55,0x40c62cff90ea2751b44f9f21d4ab3cf1f0731b2696877c4381cc72457d62f7b8,3
2024-01-21 07:15:32.001347,56,0x39c22760dd45da4ce182747e338a3595d76e1c4914a11845aaa49f661eb98065,3
2024-01-21 07:15:47.002796,57,0x57166a9d6e73a7c10ad80e898fbbfeb161afbf72994a367ea5e191a5b2d9697c,3
2024-01-21 07:16:02.001821,58,0xbeda592aff37c1e780941a40a2a1fad331d0a1999d2f4bb5ba60b15855a00c41,3
2024-01-21 07:16:17.001861,59,0x838cd6e7a9bcf56b5bca5aeafc879c87dfd5cf261a83fd78122752dda3367dde,3
2024-01-21 07:16:32.002471,60,0xe98c7e435d12eb1b40ae87d8254f7d41a6b900e51905345124ec2b9e7c4b6ed6,3
2024-01-21 07:16:47.002164,61,0xd291232d3b3e22db1129313d358a00d8693149b1538800b479fdeaddf228b932,3
2024-01-21 07:17:02.001681,62,0xff028e82a5bcaa43d274dd291a3c18832461c355955254e2134ad372ff748814,3
2024-01-21 07:17:17.002840,63,0x334cd548802e896f356067c2575d15638fcd78e6eb5b54878d3d4dce2e56bbee,3
2024-01-21 07:17:32.001658,64,0xaf73cfbc218bbb00cbb217f7340c83930f77229be63b44f1b78662304191197e,3
2024-01-21 07:17:47.002452,65,0xe456763f31f1f4c74023df70c7796b0fc2d91a3202cc89824515386e11045634,3
2024-01-21 07:18:02.002800,66,0xc3820aae3298aa09444cb6cbc63b666d121ac56136495f6a257944128af7893f,3
2024-01-21 07:18:17.001893,67,0xeeeb42723fdd13cecc71352e849ad904474bd57be62b258cfc7e57cd197d81a0,3
2024-01-21 07:18:32.002290,68,0x7b1671f7133c5ab2d4d15f8f666c9e913eb9d20109c4fddbf3091105ed51ae3c,3
2024-01-21 07:18:47.002214,69,0xf63ecbeaf658982ed9dd2f4a4e89f46622f1cf29f6383615174a286c9e5009da,3
2024-01-21 07:19:02.001348,70,0x53d547721989d8e2fdfed7218ad08c6537f1e75d6e94c4859957f9d2579a14b9,3
2024-01-21 07:19:17.002739,71,0x970dc23f9cb4ddf1c33d52c9c9b75e66452021d3e8c4c27c42df87ca23494699,3
2024-01-21 07:19:32.000566,72,0xa10b83762cf8844838f99490c86ba10d044558f82e7a69b6e05e99dbef7aad82,3
2024-01-21 07:19:47.002134,73,0x03b07e0a045d004938072131479e701526eb472a694a4f74c1ea6c98bece612b,3
2024-01-21 07:20:02.001870,74,0xb72a3a87b0a156d49c1cf3039e507b344f2653d1e53257f86faf9039708de9c5,3
2024-01-21 07:20:17.002169,75,0xdb90d81803d4f36cc18b434cbde89648e312cfa7b79dcd8d112404f466e6e1b7,3
2024-01-21 07:20:32.002434,76,0x3641f28d26126b2300bfd74895c56d40a46579c36d1e50e584abc66f47929f02,3
2024-01-21 07:20:47.002009,77,0x3551366c354c65905cd7f80d8e24c71bd2b95ef542e89a161248d44af11bab28,3
2024-01-21 07:21:02.002205,78,0x8aae07231dcf3eacd3645c8a67fbbb2908dfffcf1e1e7b0254d44181a2ab31e4,3
2024-01-21 07:21:17.001922,79,0x3a94d8ff59c8c13cc906b2f4da27665f1d767584c3fa3b068bacdc6ec1e395e0,3
2024-01-21 07:21:32.002052,80,0x5500304d5845eac1261bbd586ecada597b908e1e2ca3aea23692d9725b350c19,3
2024-01-21 07:21:47.002663,81,0x5d51f0a5070fc87ff4f4b4f566fddab2947392dd93f1f32b5cb8382c9b63cc84,3
2024-01-21 07:22:02.001561,82,0xa26d390dcc00e6d8b7df0bc48a69f09b12205cd937ae78692d5d3c9ac4a2599a,3
2024-01-21 07:22:17.002289,83,0x6a58ac40b9fdff7edd1aebff0ca4c5a91f0c575e496346ccedb14c42f4823f88,3
2024-01-21 07:22:32.002073,84,0xd3cab5254f8e192395a2508d02d44ce581d9ca77dedb064632248f27624f699f,3
2024-01-21 07:22:47.001865,85,0x6e85734e0071e69d5a4ad3d97d5cc097333a154220c19c306332e7919d4dd8f0,3
2024-01-21 07:23:02.002036,86,0x6cc12047c65c3509df24d0619fdfd1eac298aaf2fcd0382d508c031a78b87d51,3
2024-01-21 07:23:17.000942,87,0x67eaf65315c48d5b7225622245e3b32ab25c621ec4d81d1943e46e632a7ce26e,3
2024-01-21 07:23:32.002898,88,0x0c0121f6e9256b1f026799386e42ae96ab76ab7dc17fcfcbe7c915b39c91c08f,3
2024-01-21 07:23:47.002398,89,0xf727a3be031a491d66612d694d73ceb5a2e9291472e9022bd5bfe3c426d08253,3
2024-01-21 07:24:02.001238,90,0x745b5d87cc1a4a5b2c6ef18938e84432aa1159875ad57ed5a7b79addd1aecb74,3
2024-01-21 07:24:17.003008,91,0xc4b1997446612748ad7e40d9fd9722b434519fc6118fe311ecb48f624b62fd13,3
2024-01-21 07:24:32.002406,92,0x04e334d47f50a635de680480ee05f82c6212ce16b3aeec216a0fde8f50c62548,3
2024-01-21 07:24:47.002890,93,0x6460cd45dbe14f9396f6e65822ac144d1a184f580041434969b8cd37b72efec9,3
2024-01-21 07:25:02.001655,94,0x994e6bb1e6523ef409514d81da56c9d71fb59dccc88d1ce9062c32ff5c44f89b,3
2024-01-21 07:25:17.002476,95,0x5d89991fb9611dd07bf8cfbd8678b34344f94480b07e40b6afc7f23e6c769488,3
2024-01-21 07:25:32.001882,96,0x8af7feb9f8783f8e3bc6a684f60c0a576d3ef67f32ae94b02945d9bd1473b519,3
2024-01-21 07:25:47.002013,97,0xc7a5b3d8d5f862f77db06660c6c685497105afbab1226848fe747f70e0deddba,3
2024-01-21 07:26:02.001377,98,0x91f0d002b5670f6543f1e25e60917d24666178aaedad518745e93dddddafde3b,3
2024-01-21 07:26:17.002004,99,0x02b1ac19de590a86c0ded243c45fa6a6f23699f3a4eb06b99b3dbc577a388a17,3
2024-01-21 07:26:32.002462,100,0x9ab32fb9813796529322c3e2d77d99207b20b021fac4dfa5cf03a0ec3d44491d,3
2024-01-21 07:26:47.002429,101,0x3f7189df8cc908b62a3d21171f86ebef9e37dde42100331026620255f713a7e5,3
2024-01-21 07:27:02.002704,102,0xc541579892231dc86aaf0d214f77c74e575faedc9e7001f1a49718f33a9c61ca,3
2024-01-21 07:27:17.002153,103,0x8aebb57d07f83fdb8ede54fe3cb48d17e529cad3a7cdf2d676177ab0c2cd5144,3
2024-01-21 07:27:32.002589,104,0x769479688164ca7981da66e8454bfb21cae8138e3e28378fe8fac41273c991e5,3
2024-01-21 07:27:47.001904,105,0x864daf00bff0f1943828b93d535c36f347013e671ac0c51fdc3a4f8c881f4f56,3
2024-01-21 07:28:02.000858,106,0xa7285a5d879bb72b2176860db08e3bff14ee7be3b6b299c097789083b315f78f,3
2024-01-21 07:28:17.002426,107,0xbba5465400751ce21c40751f2d771f1d7770a08542784e9fe851750426bc3644,3
2024-01-21 07:28:32.002902,108,0xed4f35adb757bef403bbd3e1ccbc295d3d00a0a078961b91f9ef7b29681e32ec,3
2024-01-21 07:28:47.002402,109,0xf28be0ec5bc45277858f3c42e8cce008d02db67a35202ced3632f25d1847c304,3
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
2024-01-21 08:05:12.004819,15,0xf414aac89e7b485cf92ad51421447b2bb3ea63846d417c9309e81a80b0db5992,227
2024-01-21 08:05:57.001263,18,0x3b8d8b224533eb406239f3a0bdf05b44015a1ceebe9eeca5e8f52bc32069b369,227
2024-01-21 08:06:42.004057,21,0x1432c54c7e0c540686c9422e164a92411dff04684e50ab296fa502c92aadb16a,228
2024-01-21 08:07:27.004754,24,0x881d3e491c045c949f108c0b5de0abe54bf8186fb767f206fea6f1f82554013a,229
2024-01-21 08:08:12.004876,27,0x82f6367b8a9b55d86ccdad0c46bfb83d6e6f36f0355be077ef01dbe1f4eb9561,229
2024-01-21 08:08:57.004613,30,0x8306c8d3375c03c3fdd763370e9ffd8321ace14fe12fef412a744ffe98865ce8,230
2024-01-21 08:09:42.005041,33,0x61b4b2791815df6f22d3b79da9d2fb89629ed186a6afc0170e8e85c1ab9a18c8,231
2024-01-21 08:10:27.004566,36,0xddf1bf537c4ba6d887e42a4b571ae59f3fbf837d0c14978b63eedfa4c56bf8ce,231
2024-01-21 08:11:12.004374,39,0xacb187c8d4d8fd539fd7ce5e8013bce1783f47fbcc35f73339394b2a5aece35c,232
2024-01-21 08:11:57.005063,42,0x271f985323f10310e349412aa9b3a55145b1ac8e56012c19634f637126eaa7f3,233
2024-01-21 08:12:42.005173,45,0x743004d0b38940033fcc58b2afafbdbbfde6e418888cd2d082263f00ac0e4400,233
2024-01-21 08:13:27.001437,48,0x59c51085bb80bd232132f575d8e8b02579894a4b6caa6c994d13278d5cca5d28,234
2024-01-21 08:14:12.004738,51,0x922a36f815282ab7d8f3cdff5b5a025d70192df4e2284720a3154ea9f51f10a6,235
2024-01-21 08:14:57.004995,54,0xff02550d3d9dd42d8c71699fdf8a1074237905edf4b5ab12a99343cc0d558ab1,235
2024-01-21 08:15:42.005298,57,0x19323f858dbdd3465639c2a999f7b26197dd0a2b17ebf2596653bbe7e5589f7e,236
2024-01-21 08:16:27.002282,60,0x281d7c60d4be69fb80cd620d99d7976898fcf2702ac05ddf41330fe53abaa4a7,237
2024-01-21 08:17:12.001185,63,0x8fb117f6781b0355a06bc26a06c47d1007b2cd997c18357d9caa4f34b1d5dfe0,237
2024-01-21 08:17:57.004729,66,0xfaf19fde96c391ae0e016d37f0e154a564eee1c74f26a2a63854ce3d73848c1e,238
2024-01-21 08:18:42.005280,69,0xdb046376d39d385c77beeb8f0974826c1731290476f0f2b5b2aa6838d9cbf79d,239
2024-01-21 08:19:27.001789,72,0xc9f7b3f7446331c88a702edc6e69f18b8ebd259e24b35ed4949b3a027708b671,240
2024-01-21 08:20:12.005476,75,0x69ebdbec2a1034ecd72a67ecbf18dbdabef39d5aadc6b2cd47358a86b4cd878a,240
2024-01-21 08:20:57.004442,78,0x89c412b46a37a00b0ea51f9de112f682bae60945ab63f975ce4e20d53511e01d,241
2024-01-21 08:21:42.002528,81,0xa471b9802d70c78977c2caac6c170ed8394246bf5724f9541dc3842ea345ab04,242
2024-01-21 08:22:27.001607,84,0x441901770910f66d926974ef415b6ac8f465d97cce10dcf0311bf8d6501ca7d1,242
2024-01-21 08:23:12.005377,87,0xe0f25118370c3f2821e3867828ad3e31ba87f1d5d5dc955f79652e5b69930b9e,243
2024-01-21 08:23:57.001939,90,0x7765f6a2b44bf4c8dbd436703959ac35f91dab5cda6e6f6279937e9f38cf68f1,244
2024-01-21 08:24:42.004646,93,0x43842642092d9cd5a6c68b2bb3ad33b5f6fb7ed8a3244fd2246a6fd340aa4a01,245
2024-01-21 08:25:27.001817,96,0xca5909a17287395f9317d0a3cb7ee6dbdec29b206effd5e953353c05ee7b72c3,245
2024-01-21 08:26:12.005625,99,0x48b919268ed9a5f6fb5de01d16831d4d5577b9f019b9a1c538ef5572c58c0161,246
2024-01-21 08:26:57.005653,102,0x3698db9f1f2e667f9ccf0c549b8d799c27b3a7277035276935e69d640f6984c1,247
2024-01-21 08:27:42.004804,105,0x4d19264b867519283c12172e2ee3c29a545d4cdc64a962580dab563d15b94c9a,247
2024-01-21 08:28:27.002169,108,0x5bce71bf70900955f9399fc882faac148af96325d24b39ce7c5107c8168728ed,248
2024-01-21 08:29:12.005183,111,0x4db1a0a562414a9bf053988a53cf17c0185807f5bb79fa681c7212a920945131,249
2024-01-21 08:29:57.005210,114,0x1bc858a0b197ac51205123f54cb08cf012133b2a8ac4af2147cf34a4e8a6721b,250
2024-01-21 08:30:42.005875,117,0xaf4f02d74fb1fb0d5e98ad89ed05c67f8c26914600a2006344d0e2e83bb69d9e,250
2024-01-21 08:31:27.005223,120,0x5fa7cf96478dcb65c60c1cb846cfee13fb3b4177c8d5c82b8fcd7e6132e08e3e,251
2024-01-21 08:32:12.004980,123,0x3c9d7b538773d20fe8462fb2fe6c64259e0fb138f77e76d815bb2665087156b5,252
2024-01-21 08:32:57.001099,126,0x06ab471c35920a16ca4eac0642dda912d9934b8469d5c94ea21d4836341c2877,253
measure_time,block_height,block_hash,block_tx_count
2024-01-21 08:38:12.005847,147,0x62fd332feb6acd3d014c40769b191e3d036007b950db84778cfe2378de0c8ae0,258
2024-01-21 08:38:57.004508,150,0x4caefca0a30cd90656daaf811d59969c286897a4ce13f8542be457c764a53b60,259
2024-01-21 08:39:42.005441,153,0xdc6c217649be76bd1391df1a2f2eda34db0c5298ad8f7df67a18069d7b878c4c,259
2024-01-21 08:40:27.005555,156,0x59c5153f3eae422ae155c595cd5b13bb91546545e9f9b19c6268adb294445160,260
2024-01-21 08:41:12.005276,159,0x514edda8c4aab515cc9d2b09bffb40f017ec2373c53dd2302e7668eccf2561dc,261
2024-01-21 08:41:57.003858,162,0xc9d78e11dde87b08dbbf404300d09c3ffdb784989e1602cf9fbac11ec298fd34,262
2024-01-21 08:42:42.005144,165,0xa03022a2e89f31e092da6bb914e084bc524d2ad95cfe9a59c409744e22303994,262
2024-01-21 08:43:27.005228,168,0x1df7b773a7b95be97808e43e9efc34a49e100d12f1ecc5cd837904971de85e2c,263
2024-01-21 08:44:12.005243,171,0xa712a6bfa492747675021a761140e8592a7b495da9163dab02865f6edb540dee,264
2024-01-21 08:44:57.004329,174,0xa06a3819e6648e164a9f3202d9a6f0aa3279be5c1e69710362de0545ad371722,265
2024-01-21 08:45:42.005463,177,0xe5a5cfaf646a19c508708c96bf482e8d72c46204d0b4f6c6fe88338abc7e8ad9,266
2024-01-21 08:46:27.001253,180,0x22ebdbab34a414f9f548fed6a496dff11b95c92a1c3ffdbec4f32f58c19f653d,266
2024-01-21 08:47:12.005177,183,0xdaf70750ac33ec66509087fa539a5a5211042ed287c8ed4b9d0a3875ec2ad83d,267
2024-01-21 08:47:57.005834,186,0x816908f7fb03f01235ce3da90e91acb5901bc715524a2cd3b166e96c58903725,268
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
measure_time,block_height,block_hash,block_tx_count
2024-01-23 07:34:42.004940,198,0xebd1ee4d2b45bf9868868c7d09918dd2ef3f1e0318517ca847f976752c5e3afe,271
2024-01-23 07:35:27.005158,201,0x7a6e72b9bf9bb7de161488693d7edc98adeae9f02d6ddf37ef5d08f30a41647e,272
2024-01-23 07:36:12.005849,204,0xd2b6a77e5d334460417de5b385dfa14942cd81910b122735ae08e6fdf77695fd,273
2024-01-23 07:36:57.001786,207,0x16d5304ff74c631ef1ea3cb5b9ea676c570c3cd2c20facfc4c64ae2b7b511ef6,273
2024-01-23 07:37:42.001588,210,0x125a4d3e4a5f3cf27a29f543675542a012e66e3995a645c269614690e8d5192b,274
2024-01-23 07:38:27.005255,213,0x90076e81bc366d91b76c88257f6e07404b75361d505a1c938c6ea90b52becbeb,275
2024-01-23 07:39:12.006389,216,0x744934535490991398b5e248216f8bea4c97cc20e73eaab609b95a86a9cc9c00,276
2024-01-23 07:39:57.004883,219,0xbd26380793201f171e7b69debfa865164d8cc68e9eafba8327b893d251af1ed7,277
2024-01-23 07:40:42.005754,222,0x4f03052c72f0da00919cd69878ce09db927d1ffb03fbef71dcbe92d66ee300bd,277
2024-01-23 07:41:27.005976,225,0x1ec46c40f425d74b4c036b74f0c47958bb094cdf79b05a897ca363ecff6a2a29,278
2024-01-23 07:42:12.005534,228,0xa1f81a09d3c6107d7436d49a3afa3ebd9a1bbbaa8796b4b459bb5d0b2ca7c524,279
2024-01-23 07:42:57.001323,231,0xfdc6e4fb70382878b5ab5f7c652d6059c2c1a45835ec64126be29f584c365c49,280
2024-01-23 07:43:42.005875,234,0xe3d1253274cc0411d119ca3d4857eea8d181aae770424bba6397dcf0325a4890,281
2024-01-23 07:44:27.005911,237,0x27530e24d636d7ee251e431d5d773664dcb142423136962b7980c5233d1395c3,282
2024-01-23 07:45:12.001852,240,0xb8083fbac7bba208fd042861d3d561547cd242ece6b50e45d4d465f622bd38c8,282
2024-01-23 07:45:57.006215,243,0x24f6349ee082447b4777fd4d39fda484d1cf0ddb59d30798b422dbca820d0140,283
2024-01-23 07:46:42.006348,246,0x04f1b77b9536449df312fde2ebb8f1b4fd0647f8e285ed8bf5e45acbec1b0520,284
2024-01-23 07:47:27.006217,249,0x38b48759f3e9a132aa832ea7e1051b41821743eff53a07e886bb626afd9c6cce,285
2024-01-23 07:48:12.005919,252,0x5243f5e949cd0aec7d8c26b88e61bfaf02cc4ae5974b22fa17b793db8df8850e,286
2024-01-23 07:48:57.006089,255,0x2c3e8f21a973e859cd91d16b8564879973e8823857908d0b835f3cd2643c2257,287
2024-01-23 07:49:42.005937,258,0xd66d68d9d0faeb2cd663ff57eec275e1b2c06ec4a13bec1ee579825216f187f9,287
2024-01-23 07:50:27.006053,261,0x649c6427b393101e3686df4522b3d1bfa9989614c02531455f64c4abb5674740,288
2024-01-23 07:51:12.004683,264,0xb61cfebf3ec22f103aa0549aea3b0c530a93b727d4a25e38fedf0013c6071a70,289
2024-01-23 07:51:57.005634,267,0x8fb5c884e49397fdf2ca64a1840e2d0301908f6409d0bcc0c8ce654852864b9b,290
2024-01-23 07:52:42.006185,270,0x8c6ab1f1e2f8fa92231a76ea3d473682013926b1c9514a289c89b328296b0f3d,291
2024-01-23 07:53:27.006078,273,0x89f4b31521d5fee8c0f6f8c0abb8da8544ee91f1cf73893484b4fb2561436be2,292
2024-01-23 07:54:12.006271,276,0x001ab0e633c6beb3c35924c250ab2631f24ff571ebff113a7e3278f40d9a8500,292
2024-01-23 07:54:57.006513,279,0x56c86bd424fa3d0edceeb9026ea4e155c32a4ac1a07b3d2b248fbbd4e155686a,293
2024-01-23 07:55:42.002211,282,0xcd2fd4418d4d85bb348b3b70c99864feff13bdf9271e9364d67d825c9f5a6c38,294
2024-01-23 07:56:27.006289,285,0xc3c154c3a6b4dbbb2a223fc76cf556183ea32750d230710e53ba7dd050fdd1d0,295
2024-01-23 07:57:12.006165,288,0xdd42080d9e5cb1166c6b50bc72afadc332911ca34328bfa1223f5313b3a69fbb,296
2024-01-23 07:57:57.005751,291,0x0604c249bada41f43312c0bebd043aaa65f59e56149231b957b1ff04ef430b79,297
2024-01-23 07:58:42.006282,294,0x8a02dcbf14afd7b968811483b2de92ab9477fe2b69f4b915189643200d2f973a,298
2024-01-23 07:59:27.006529,297,0x01d86c6356459d5113c23ebe5a966d384b8c3baf86552460e6fefc1d41945dc0,299
2024-01-23 08:00:12.007055,300,0x1af64a176fe53ba326c6dec585c9a34fbf7595dee9f9667b2bd646c6df1748e0,299
2024-01-23 08:00:57.005746,303,0x5bcd2cf088bda13a7c500f95bb900a055605d53d78039f53557010d45cabef22,300
2024-01-23 08:01:42.006437,306,0xaacc390f4a877644700a204e7ffea0dfbeff8c8a9d5b4581aab5b5f079e0b935,301
2024-01-23 08:02:27.006429,309,0xefca804371ca2190acc350ccb5e9fca1611582128255c8326a27c5b28fdaf86c,302
2024-01-23 08:03:12.004719,312,0xc8e62b5874c5a81b74f95b3a665cc17a86d047e9cc3fa3188db0c3a9d96ee22f,303
2024-01-23 08:03:57.002236,315,0x87770700f3ac2500e31fe51d267c33ff51fd5609b93fd149246b288c9dae0329,304
2024-01-23 08:04:42.006534,318,0x094b659d3d1f9d9fa357cbad176b87d0a8b1090dc5566451e708c334321c4f48,305
2024-01-23 08:05:27.004891,321,0x66d005686d9b30f51d724acc3d2dfd0b2c51cf1c76a58197cab954569ff29ac6,306
2024-01-23 08:06:12.006019,324,0x01268cefa7fe6852ccf8c9c0e6c7a1bd7d301fa6276e11a384e8fb9347ee8e51,307
2024-01-23 08:06:57.005835,327,0xf1930fab7bb3502ae22e47277b7de075cdf9b733a13ffb90a3455ef029871414,307
2024-01-23 08:07:42.006753,330,0x4597b00f0f2a5950ceb0f04f47526b46f36a3b1287302fcd7cacd4a787b5ed29,308
2024-01-23 08:08:27.006315,333,0xad1932f1b2266e83e7ae828fc4d38c2f94c942ae0dbc07a4a64d5898c8a88ffb,309
2024-01-23 08:09:12.006644,336,0xd3e302d3f09b9ab822f2d6a970e60b9b04cd12cd1ab752fb8daed822e7f375bb,310
2024-01-23 08:09:42.006917,338,0x27cdc5be79a0bd703de6f0a62319c14a5e84cf17e17db9ad761217cd974cd3eb,311
2024-01-23 08:09:57.006521,339,0x844adadbaf5b9651cfb07c9ef025482c2bc346382628ef33a34712fc8b619add,311
2024-01-23 08:10:42.005566,342,0xa3f632eef7210328f9c6e2c47845d5bf9aefe4831b89275ef6da8f459a891591,312
2024-01-23 08:11:27.007420,345,0x561122cc3a917bfa2a0aba9224f1c25c855dfe3f84ad776fc1e5557f9e8ffbbd,313
2024-01-23 08:12:12.006095,348,0x2658a7d7ec7d25992477dcd6373babb649a15fb00a357657af8fa51ec5f4b280,314
2024-01-23 08:12:57.005823,351,0xa24c6925ccf7145e91bbb684ae0d5e29374a2039a5407d5b1659275be5887895,315
2024-01-23 08:13:27.009110,353,0x7f19f7eebeaa5b5f7fd3414d5ddc538fc60233b8a38dacf10cfe3aefc2185a37,315
2024-01-23 08:13:42.006634,354,0x8a015d316988afa9db78e64a8759d251ccf54246d9b16c66f18c2021f3ce2239,316
2024-01-23 08:14:27.005884,357,0xf1eb865bdf66c1786053bea0b9e684b52b77e8dc9ddb22fb089c547df0573c59,317
2024-01-23 08:15:12.007337,360,0x5724473e6d2c73e22b0dc79c1c0de69fe43547b41c57ae34ac984c2303897a24,318
2024-01-23 08:15:57.006594,363,0x7b6da92e8daa6d2d1d967f57361a75c4d2387d0fe5e2d84a38f706439388d2a1,318
2024-01-23 08:16:42.006769,366,0xa64e82c6a01158ed9ddd7eef1cac3cff88480aa71e4548fc4071010aaaf32ccd,319
2024-01-23 08:17:27.005965,369,0x83e8f892f18f22c2d8b6559599521150d5979710698efc7655f163e9889b7898,320
2024-01-23 08:18:12.006014,372,0x8ebcade1c1747dea77324e38854bf709a599480e1d0217ea1159f1255955940d,321
2024-01-23 08:18:57.006279,375,0x7c96dbb9f48e353afa647dabeb8f96481a1d9ad69fed2375f77568d5251744f5,322
2024-01-23 08:19:42.007160,378,0xe49185cb7b1b5774227112865027900f1e4056071aeb1caaeaa5a43368390ebf,323
2024-01-23 08:20:27.006123,381,0x3fffa8bcee0a63cb5cb1b5fb1c45453987f7af390544a95268408eedbb74e014,324
2024-01-23 08:21:12.006252,384,0xef38b5b991a23478e63b387062f072c2dd2f396428b069459e22376ef2dc0808,325
2024-01-23 08:21:57.007818,387,0x932e69ca033295195c7dd04386b13159601b4580860fd1dface9ba16bc43d699,326
2024-01-23 08:22:42.007683,390,0x3b56cc7627868bc7263662335c94d167e51dfc2668321e1e683fac3648c5d829,327
2024-01-23 08:23:27.007237,393,0xc7625bd40efc8a973448dafa4ece034acacb51cfc4c8de572fc616f315f573f1,328
