measure_time,block_hash,read_duration,
measure_time,block_hash,read_duration,
measure_time,block_hash,read_duration,
measure_time,block_hash,read_duration,
measure_time,block_hash,read_duration,
measure_time,block_hash,read_duration,
2024-01-21 07:06:47.002767,0xa8258bd93c8f788820c6d2eb4c7ee5315fb1dd15b81a388d5895af16962259d7,42.619µs
2024-01-21 07:07:02.002286,0x7853b5ce4622888c47e62b61eb9ea981c000a257df6f391259f569727d2fa7f8,40.101µs
2024-01-21 07:07:17.002604,0x51835e2acb3d40802361e1f9547ea314ebae47d90d01655e57c7946257bdd77b,48.858µs
2024-01-21 07:07:32.002531,0x99cf74f55fa7376236780d89e2950444db97232ff83cf893c084b57283e48e97,46.327µs
2024-01-21 07:07:47.002862,0x4f3337de59fcf751b09e7252107b1840775c0fec7cf76baa4aa457c479413cc3,39.63µs
2024-01-21 07:08:02.000821,0xff08ba249ad0f1f9a594ef002a5a63d5b4c1eabbb948ef12780aa73b1f6ced82,7.931µs
2024-01-21 07:08:17.002237,0xa0d0b96a841a9400c2ee6eeb1c3e9d7d2a397b4a95ab1cdd34ce0392b0f4417b,76.071µs
2024-01-21 07:08:32.002739,0x9124c2d358668f5cc09598cd9ca132b1c2dca1166b7b6e46cd022e2eb1a9b887,88.888µs
2024-01-21 07:08:47.002853,0x76d1768e4f14ced4d92eda03f94997a58abf2570e8ee0e6f7ed692b023f63f30,121.13µs
2024-01-21 07:09:02.001131,0x6960905a5c368cf4f264d3a7eaf0972a4488602a6b8322fbf9e95fd54d90827f,25.923µs
2024-01-21 07:09:17.001938,0x3d218425aebfd744db05f17bf4cff968f6dce2cdd7b279bf78b93526a3496fc7,81.959µs
2024-01-21 07:09:32.002334,0xe11948e242b3d62e99fdb2b59c1296401445e88492454f0a5534575fdb8345db,89.708µs
2024-01-21 07:09:47.003316,0xf76e9d202a03d24882d83f8dd85242b740a066f534667912329f81efbc73a3ee,103.126µs
2024-01-21 07:10:02.000760,0x27c1ffb8efca41ab9a66620e52aab0a67126443098bbbf5dffd1b3b96c238f4c,18.368µs
2024-01-21 07:10:17.001857,0xe1d850c07441b68394c302452f063f6cfae7a6fad7d7e233a9ad346b94a79573,15.478µs
2024-01-21 07:10:32.002796,0x6a67773b485723bea5c53fe1c74835e7ad9692cb2fe772b815550cbd5d6a4ce3,104.339µs
2024-01-21 07:10:47.002168,0xe84cbf3998fde28fedc1e1f395a25cffb098262fc54bfe688dceb940ec992727,90.321µs
2024-01-21 07:11:02.001271,0x12a8cd683a39b3c3edb96e238e82ea6be82adc2f91e2ba837d53d0a7740c70ad,15.194µs
2024-01-21 07:11:17.001331,0x88910e4910201fe12fcc5a7af90b03279bfa27e698a4640d13e257910a7da202,29.675µs
2024-01-21 07:11:32.003171,0x2331813f3fc06ab4992730931693fd5ca7942de27a9406765537c52fd2c8abf6,92.096µs
2024-01-21 07:11:47.002672,0x862cd8e45726e1b6bcdf55354e4c8e5470c076f8aa7995d76d197052cf05736b,85.563µs
2024-01-21 07:12:02.001904,0x3f2ab7f77b7c80024f0b87d3541fe4e648613ababfa526142b20c5769facaef6,15.416µs
2024-01-21 07:12:17.002799,0x5ca2400ab7606cdfb4a40c196cc3e1ddc46b258423dc95956d5812ffa9f177b4,96.56µs
2024-01-21 07:12:32.002297,0xf4b1c02d156a66d667cf71cc0cbfbd1dd462b56b3f11fd97df221ea6d8455201,88.048µs
2024-01-21 07:12:47.002430,0x0ee2abc63302fe0ab01a3f3d81d6fdf4546ecd84596ee6741fd9493a32bda09d,97.121µs
2024-01-21 07:13:02.002461,0xecca5932f1e997d45d1f2edc8563ed62deee5e775d99c29aae02940606614e1a,88.311µs
2024-01-21 07:13:17.002620,0x085154988f72a55f9c5a90a258b054672d1d893fcd3726ae80dad9e084d03269,101.836µs
2024-01-21 07:13:32.002932,0x431a1643addcd1d17de8d3c1dafc659807df6a59e044fb4c2a8c3330cc83c8a6,91.414µs
2024-01-21 07:13:47.002268,0xf4441f030986606fbb7ac127ae4b93016da07cae1ece2a4320a262218cf0ceb4,93.202µs
2024-01-21 07:14:02.001146,0x268465f5781472be4e9c7ddef0b94fc97aaa5373becc0d20dd35f17ce5157689,15.541µs
2024-01-21 07:14:17.002875,0x458abd11cd796a51fae8af359bc8ae8c4bc4240870ce738b2ee836c4d58fa774,84.716µs
2024-01-21 07:14:32.002169,0xc91fca461a28a6114947601868878510b4760d9570416dd8c951581870a664bc,87.296µs
2024-01-21 07:14:47.001285,0x7e3e4aeb5411c5139b23c09a8840898bcdda70bd09d0d9f0e632682071ae5c3f,16.979µs
2024-01-21 07:15:02.002856,0x1ec12de980c631b33f0451e16474675abf6be83277d5c82e4538528b9c9af38a,87.564µs
2024-01-21 07:15:17.001604,0x40c62cff90ea2751b44f9f21d4ab3cf1f0731b2696877c4381cc72457d62f7b8,18.273µs
2024-01-21 07:15:32.001878,0x39c22760dd45da4ce182747e338a3595d76e1c4914a11845aaa49f661eb98065,103.139µs
2024-01-21 07:15:47.003410,0x57166a9d6e73a7c10ad80e898fbbfeb161afbf72994a367ea5e191a5b2d9697c,94.501µs
2024-01-21 07:16:02.001967,0xbeda592aff37c1e780941a40a2a1fad331d0a1999d2f4bb5ba60b15855a00c41,37.724µs
2024-01-21 07:16:17.002556,0x838cd6e7a9bcf56b5bca5aeafc879c87dfd5cf261a83fd78122752dda3367dde,104.743µs
2024-01-21 07:16:32.002901,0xe98c7e435d12eb1b40ae87d8254f7d41a6b900e51905345124ec2b9e7c4b6ed6,89.612µs
2024-01-21 07:16:47.002613,0xd291232d3b3e22db1129313d358a00d8693149b1538800b479fdeaddf228b932,89.01µs
2024-01-21 07:17:02.001784,0xff028e82a5bcaa43d274dd291a3c18832461c355955254e2134ad372ff748814,27.828µs
2024-01-21 07:17:17.003416,0x334cd548802e896f356067c2575d15638fcd78e6eb5b54878d3d4dce2e56bbee,95.314µs
2024-01-21 07:17:32.002186,0xaf73cfbc218bbb00cbb217f7340c83930f77229be63b44f1b78662304191197e,107.442µs
2024-01-21 07:17:47.002982,0xe456763f31f1f4c74023df70c7796b0fc2d91a3202cc89824515386e11045634,92.387µs
2024-01-21 07:18:02.003213,0xc3820aae3298aa09444cb6cbc63b666d121ac56136495f6a257944128af7893f,121.484µs
2024-01-21 07:18:17.002566,0xeeeb42723fdd13cecc71352e849ad904474bd57be62b258cfc7e57cd197d81a0,103.228µs
2024-01-21 07:18:32.002613,0x7b1671f7133c5ab2d4d15f8f666c9e913eb9d20109c4fddbf3091105ed51ae3c,108.808µs
2024-01-21 07:18:47.002649,0xf63ecbeaf658982ed9dd2f4a4e89f46622f1cf29f6383615174a286c9e5009da,107.165µs
2024-01-21 07:19:02.001422,0x53d547721989d8e2fdfed7218ad08c6537f1e75d6e94c4859957f9d2579a14b9,16.943µs
2024-01-21 07:19:17.003229,0x970dc23f9cb4ddf1c33d52c9c9b75e66452021d3e8c4c27c42df87ca23494699,89.476µs
2024-01-21 07:19:32.000697,0xa10b83762cf8844838f99490c86ba10d044558f82e7a69b6e05e99dbef7aad82,16.544µs
2024-01-21 07:19:47.002600,0x03b07e0a045d004938072131479e701526eb472a694a4f74c1ea6c98bece612b,104.305µs
2024-01-21 07:20:02.002561,0xb72a3a87b0a156d49c1cf3039e507b344f2653d1e53257f86faf9039708de9c5,94.74µs
2024-01-21 07:20:17.002680,0xdb90d81803d4f36cc18b434cbde89648e312cfa7b79dcd8d112404f466e6e1b7,91.672µs
2024-01-21 07:20:32.003064,0x3641f28d26126b2300bfd74895c56d40a46579c36d1e50e584abc66f47929f02,90.108µs
2024-01-21 07:20:47.002623,0x3551366c354c65905cd7f80d8e24c71bd2b95ef542e89a161248d44af11bab28,105.801µs
2024-01-21 07:21:02.002554,0x8aae07231dcf3eacd3645c8a67fbbb2908dfffcf1e1e7b0254d44181a2ab31e4,91.228µs
2024-01-21 07:21:17.002603,0x3a94d8ff59c8c13cc906b2f4da27665f1d767584c3fa3b068bacdc6ec1e395e0,85.508µs
2024-01-21 07:21:32.002636,0x5500304d5845eac1261bbd586ecada597b908e1e2ca3aea23692d9725b350c19,92.724µs
2024-01-21 07:21:47.003252,0x5d51f0a5070fc87ff4f4b4f566fddab2947392dd93f1f32b5cb8382c9b63cc84,92.324µs
2024-01-21 07:22:02.001666,0xa26d390dcc00e6d8b7df0bc48a69f09b12205cd937ae78692d5d3c9ac4a2599a,15.317µs
2024-01-21 07:22:17.002722,0x6a58ac40b9fdff7edd1aebff0ca4c5a91f0c575e496346ccedb14c42f4823f88,86.007µs
2024-01-21 07:22:32.002456,0xd3cab5254f8e192395a2508d02d44ce581d9ca77dedb064632248f27624f699f,113.152µs
2024-01-21 07:22:47.002450,0x6e85734e0071e69d5a4ad3d97d5cc097333a154220c19c306332e7919d4dd8f0,97.008µs
2024-01-21 07:23:02.002534,0x6cc12047c65c3509df24d0619fdfd1eac298aaf2fcd0382d508c031a78b87d51,87.658µs
2024-01-21 07:23:17.001036,0x67eaf65315c48d5b7225622245e3b32ab25c621ec4d81d1943e46e632a7ce26e,16.087µs
2024-01-21 07:23:32.003465,0x0c0121f6e9256b1f026799386e42ae96ab76ab7dc17fcfcbe7c915b39c91c08f,93.205µs
2024-01-21 07:23:47.003298,0xf727a3be031a491d66612d694d73ceb5a2e9291472e9022bd5bfe3c426d08253,111.873µs
2024-01-21 07:24:02.001310,0x745b5d87cc1a4a5b2c6ef18938e84432aa1159875ad57ed5a7b79addd1aecb74,22.551µs
2024-01-21 07:24:17.003394,0xc4b1997446612748ad7e40d9fd9722b434519fc6118fe311ecb48f624b62fd13,101.06µs
2024-01-21 07:24:32.003046,0x04e334d47f50a635de680480ee05f82c6212ce16b3aeec216a0fde8f50c62548,87.643µs
